id,text,create_at,geo,retweet_count,like_count,hashtags,username,following,followers,user_total_tweets,user_likes_count
1591943992908083200,"The United States of Corruption is number 1 in 2 categories. Stock Market Fraud &amp; Voter Fraud. 
#MoneyLaundering #Ukraine $FTX #Treason #FTX #Election2022 #elections #VoterFraud #ElectionFruad #MoneyLaundering101 #vote https://t.co/TBAul5LqfF",2022-11-13 23:59:59+00:00,"South Carolina, USA",114,0,#ftx,dave7_i,3290,3539,39111,40145
1591943985647751168,"Let’s clear it up those crap 💩 exchange and crap 💩 tokens
 
Before the bull run start. 

#ftx #CryptoCom #SHIB #loop 
#btc #eth #bnb #sol #cryptomarket #Elon #SamBankmanFried",2022-11-13 23:59:57+00:00,Miami USA ,0,1,#ftx,debesai11,278,88,1131,1087
1591943984213008386,"If #FTX is the one we know about, who else took Ukraine money funded by US Taxpayers and who got 10% off the top? Biden? Zelensky? Schumer? Pelosi?",2022-11-13 23:59:57+00:00,,1684,0,#ftx,MaryEBishop1,777,175,5386,21913
1591943980547297281,"Mind blowing….@cryptocom y’all should probably come out and do some damage control, about those transfers other than some statements. Hop in some of these spaces and speak yall. 🤦‍♂️ #cro #FTX https://t.co/nveNd6EyW2",2022-11-13 23:59:56+00:00,"DEEP SOUTH, USA",18,0,#ftx,AnitahM00,2701,572,32834,54122
1591943980136144896,"💥ABOUT $1 BILLION IN $USDC HAS FLOWN FROM CRYPTO,COM TO #FTX!",2022-11-13 23:59:56+00:00,,37,0,#ftx,fadedpolo__,653,51,4446,1414
1591943975317000199,"According to an analysis of #FTX balance sheet, customers should expect less than 5 cents on the dollar after bankruptcy proceedings. This is horrific.
@TheBlockRes @B1ockGreg https://t.co/vKMVDW5FET",2022-11-13 23:59:55+00:00,We are everywhere ,49,0,#ftx,JaneyJenkins10,479,135,14381,11041
1591943968866160640,"""The main problem is that they built their business on a shitcoin"", explains @Excellion about #FTX's collapse at the main stage of @labitconf

Tell them, boss! 

#LABITCONF 
@JAN3com 
@BFXLeosESP https://t.co/WIcvVSL0gU",2022-11-13 23:59:53+00:00,,214,0,#ftx,Najanator,2311,409,5360,10372
1591943965506404352,"People really don't realize how BULLISH of a case this entire #FTX apocalypse makes for @telcoin. Literally, a Decentralized exchange, KYC mobile verification, SELF CUSTODY of assets, ability to be your own bank, and on top of all that they have all the necessary compliance. $TEL",2022-11-13 23:59:52+00:00,Valpo,69,0,#ftx,Casedogg43,428,285,16518,32759
1591943963530866688,"#Binance Last Price $277 #BNB 🚀
Weekly Indicators:
•Variation since Monday 00h00(UTC): -18.08%
•MACD:
 -MACD Line: -11
 -Signal Line: -18

#FTX Last Price $1.4 #FTT
•Variation: -93.57%
•MACD:
 -MACD Line: -4.7
 -Signal Line: -3.6

#Blockchain #Live #Investing
(4/8)
333435",2022-11-13 23:59:52+00:00,,0,0,#ftx,LivePriceCrypto,6,4072,341350,22
1591943955473928193,#BSCGemsAlert $doge #ftx @anhtu59043748 @muz_ch @WormwaveReal @erinlou123 @xahani96 @osunakvn @Chndrika5 @crypt_wall @hoooooppp122 https://t.co/UEnouXs8mS,2022-11-13 23:59:50+00:00,Spain with no S,0,0,#ftx,ade_0xade11,7,2,26,1
